date,lab_id,equipment_id,equipment_type,max_capacity_hrs,utilization_hrs,utilization_pct,idle_hrs,technical_downtime_hrs,planned_maintenance_hrs,workflow_delay_events,avg_delay_minutes,primary_procedure,redundancy_available,total_cases_day_lab
07-09-2024,Lab_CHN_02,MIC_X1,Microscope,10,2.44,0.24,7.56,0,0,0,0,Fertilization_Check,TRUE,4
10-04-2024,Lab_CHN_01,INC_A1,Incubator,18,14.52,0.81,3.48,0,0,0,0,Fertilization_Check,FALSE,11
01-03-2024,Lab_CHN_02,MIC_X1,Microscope,18,8.76,0.49,9.24,0,0,0,0,Fertilization_Check,TRUE,7
29-05-2023,Lab_CHN_02,MIC_X1,Microscope,18,4.83,0.27,13.17,0,0,0,0,IVF,TRUE,13
09-04-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,10,7.16,0.72,2.84,0,0,0,0,Fertilization_Check,TRUE,4
12-10-2023,Lab_CHN_02,INC_A2,Incubator,18,12.67,0.7,5.33,0,0,1,105.2,IVF,TRUE,8
16-06-2024,Lab_CHN_02,MIC_X2,Microscope,10,1.5,0.15,8.5,0,0,0,0,IVF,TRUE,4
21-05-2024,Lab_CHN_01,INC_A1,Incubator,18,6.59,0.37,11.41,0,0,0,0,Embryo_Assessment,FALSE,9
16-08-2024,Lab_CHN_02,INC_A1,incubator,18,11.07,0.62,6.93,0,0,0,0,Fertilization_Check,TRUE,13
25-04-2024,Lab_CHN_01,INC_A2,Incubator,18,12.09,0.67,5.91,0,0,0,0,ICSI,TRUE,7
20-09-2023,Lab_CHN_02,INC_A2,Incubator,18,12.95,0.72,5.05,0,0,1,45.6,Embryo_Assessment,TRUE,18
03-02-2024,Lab_CHN_01,ICSI_01,ICSI_Workstation,10,5.06,0.51,4.94,0,0,0,0,Embryo_Assessment,TRUE,6
01-07-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,10,2.5,0.25,7.5,0,0,0,0,IVF,TRUE,1
25-10-2023,Lab_CHN_02,INC_A1,Incubator,18,12.67,0.7,5.33,0,0,0,0,ICSI,FALSE,13
11-05-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,10,8.18,0.82,1.82,0,0,2,110.8,Embryo_Assessment,FALSE,3
,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,7.48,0.75,2.52,0,0,0,0,IVF,FALSE,2
29-04-2023,Lab_CHN_01,INC_B1,incubator,10,4.38,0.44,5.62,0,0,0,0,Fertilization_Check,FALSE,1
16-06-2024,Lab_CHN_01,INC_B1,Incubator,10,6.89,0.69,3.11,0,0,0,0,Fertilization_Check,TRUE,4
22-02-2023,Lab_CHN_02,MIC_X1,Microscope,18,5.05,0.28,11.11,1.84,0,0,0,ICSI,TRUE,15
01-04-2024,Lab_CHN_01,INC_A1,Incubator,18,13.66,0.76,4.34,0,0,0,0,Fertilization_Check,FALSE,13
07-10-2024,Lab_CHN_01,INC_A2,Incubator,18,6.65,0.37,,0,0,1,43.6,IVF,TRUE,12
27-06-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,15.06,0.84,2.94,0,0,0,0,Fertilization_Check,FALSE,11
02-01-2024,Lab_CHN_02,INC_A2,incubator,18,13.29,0.74,4.71,0,0,0,0,Embryo_Assessment,FALSE,19
18-02-2023,Lab_CHN_02,INC_A1,Incubator,10,5.78,0.58,,0,0,1,85.5,IVF,FALSE,4
14-08-2023,Lab_CHN_02,MIC_X1,Microscope,18,11.96,0.66,6.04,0,0,0,0,Fertilization_Check,TRUE,7
09-06-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,10,2.5,0.25,7.5,0,0,0,0,IVF,TRUE,6
14-05-2023,Lab_CHN_01,INC_A2,Incubator,10,4,0.4,6,0,0,2,38.4,ICSI,TRUE,-1
28-06-2023,Lab_CHN_02,INC_A1,incubator,18,14.44,0.8,3.56,0,0,0,0,ICSI,FALSE,11
01-07-2023,Lab_CHN_02,MIC_X1,Microscope,10,2.36,0.24,7.64,0,0,0,0,Embryo_Assessment,TRUE,5
23-08-2023,Lab_CHN_02,INC_B1,Incubator,18,16.58,0.92,1.42,0,0,0,0,IVF,TRUE,9
25-08-2024,Lab_CHN_01,INC_B1,Incubator,10,7.2,0.72,2.8,0,0,0,0,Embryo_Assessment,FALSE,6
08-01-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,4.5,0.25,13.5,0,0,1,25.4,IVF,TRUE,4
23-11-2024,Lab_CHN_02,INC_A2,incubator,10,6.99,0.7,3.01,0,0,0,0,IVF,TRUE,2
17-04-2024,Lab_CHN_01,MIC_X1,Microscope,18,7.48,0.42,10.52,0,0,0,0,IVF,TRUE,8
11-10-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,11.4,0.63,6.6,0,0,1,113.1,IVF,FALSE,8
23-10-2023,Lab_CHN_02,INC_A2,Incubator,18,11.35,0.63,6.65,-0.5,0,0,0,Embryo_Assessment,TRUE,10
16-03-2023,Lab_CHN_01,MIC_X2,Microscope,18,,0.51,8.89,0,0,0,0,ICSI,TRUE,10
31-12-2023,Lab_CHN_01,INC_A2,Incubator,10,7.11,0.71,2.89,0,0,0,0,IVF,TRUE,2
18-03-2024,Lab_CHN_02,MIC_X1,Microscope,18,13.74,0.76,4.26,0,0,0,0,IVF,TRUE,7
10-04-2024,Lab_CHN_01,INC_A2,incubator,18,9.65,0.54,8.35,0,0,1,111.7,ICSI,FALSE,12
26-08-2023,Lab_CHN_01,INC_B1,incubator,10,7.58,0.76,2.42,0,0,0,0,ICSI,TRUE,2
01-02-2024,Lab_CHN_01,MIC_X1,Microscope,18,15,0.83,3,0,0,0,0,IVF,TRUE,11
19-01-2023,Lab_CHN_02,MIC_X2,Microscope,18,12.07,0.67,5.93,0,0,0,0,IVF,TRUE,12
11-02-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,10,4.65,0.46,4.07,1.28,0,1,106.9,Fertilization_Check,FALSE,0
31-10-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,10.66,0.59,7.34,0,0,0,0,IVF,TRUE,11
30-03-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,11.55,0.64,6.45,0,0,0,0,Embryo_Assessment,TRUE,10
21-03-2024,Lab_CHN_02,MIC_X1,Microscope,18,8.8,0.49,9.2,0,0,1,116.1,Embryo_Assessment,TRUE,10
14-11-2023,Lab_CHN_02,MIC_X1,Microscope,18,5.22,0.29,12.78,0,0,1,46.5,IVF,TRUE,13
21-12-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,10,6.02,0.6,3.98,0,0,0,0,IVF,FALSE,4
07-12-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,7.38,0.74,2.62,0,0,1,76.7,Fertilization_Check,TRUE,5
13-09-2024,Lab_CHN_01,INC_B1,Incubator,18,17.48,0.97,0.52,0,0,0,0,Fertilization_Check,FALSE,9
27-01-2023,Lab_CHN_02,MIC_X1,Microscope,18,5.87,0.33,12.13,0,0,0,0,IVF,TRUE,11
05-07-2024,Lab_CHN_01,INC_B1,Incubator,18,12.17,0.68,5.83,0,0,0,0,IVF,TRUE,5
18-02-2023,Lab_CHN_01,ICSI_01,ICSI_Workstation,10,5.48,0.55,4.52,0,0,0,0,Fertilization_Check,TRUE,6
17-07-2023,Lab_CHN_01,INC_A1,incubator,18,9.42,0.52,8.58,0,0,0,0,Embryo_Assessment,FALSE,14
29-01-2024,Lab_CHN_01,ICSI_01,ICSI_Workstation,18,11.48,0.64,6.52,0,0,0,0,ICSI,FALSE,5
18-02-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,5.73,0.57,4.27,0,0,1,107.5,Fertilization_Check,FALSE,8
22-08-2024,Lab_CHN_02,INC_A1,incubator,18,12.81,0.71,5.19,0,0,0,0,Fertilization_Check,TRUE,13
18-04-2024,Lab_CHN_01,INC_A2,Incubator,18,15.35,0.85,2.65,0,0,0,0,Embryo_Assessment,TRUE,15
12-07-2023,Lab_CHN_01,INC_B1,Incubator,18,14.79,0.82,3.21,0,0,0,0,IVF,TRUE,7
06-08-2024,Lab_CHN_02,MIC_X2,Microscope,18,9.03,0.5,8.97,0,0,0,0,ICSI,TRUE,15
15-04-2024,Lab_CHN_01,INC_A2,incubator,18,7.19,0.4,10.81,0,0,1,75.1,ICSI,FALSE,13
06-04-2023,Lab_CHN_02,MIC_X1,Microscope,18,10.66,0.59,7.34,0,0,0,0,ICSI,TRUE,16
09-09-2024,Lab_CHN_01,ICSI_01,ICSI_Workstation,18,10.47,0.58,7.53,0,0,0,0,IVF,FALSE,10
19-02-2023,Lab_CHN_02,INC_A2,Incubator,10,4.64,0.46,5.36,0,0,0,0,Embryo_Assessment,FALSE,2
19-02-2024,Lab_CHN_02,MIC_X2,Microscope,18,4.37,0.24,13.63,0,0,0,0,Embryo_Assessment,TRUE,7
21-06-2024,Lab_CHN_01,MIC_X1,Microscope,18,7.61,0.42,10.39,0,0,0,0,IVF,TRUE,10
27-01-2023,Lab_CHN_01,INC_A1,Incubator,18,7.65,0.43,10.35,0,0,0,0,Fertilization_Check,TRUE,11
10-12-2023,Lab_CHN_02,INC_A2,Incubator,10,7.15,0.72,2.85,0,0,0,0,IVF,FALSE,3
18-07-2024,Lab_CHN_01,MIC_X2,Microscope,18,6.95,0.39,11.05,0,0,0,0,IVF,TRUE,10
07-05-2023,Lab_CHN_02,MIC_X2,Microscope,10,6.14,0.61,3.86,0,0,0,0,Fertilization_Check,TRUE,5
05-12-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,13.99,0.78,4.01,0,0,0,0,IVF,FALSE,8
26-09-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,9.45,0.52,8.55,0,0,0,0,ICSI,FALSE,13
29-08-2024,Lab_CHN_02,INC_A1,incubator,18,10.53,0.58,7.47,0,0,1,92.3,Fertilization_Check,FALSE,12
02-09-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,12.12,0.67,5.88,0,0,0,0,Fertilization_Check,FALSE,7
17-04-2024,Lab_CHN_01,INC_A2,Incubator,18,14.35,0.8,3.65,0,0,0,0,ICSI,TRUE,7
28-06-2023,Lab_CHN_01,INC_A1,Incubator,18,12.99,0.72,5.01,0,0,1,105,ICSI,TRUE,9
31-07-2024,Lab_CHN_02,INC_A1,Incubator,18,14.76,0.82,3.24,0,0,0,0,IVF,FALSE,4
08-12-2024,Lab_CHN_01,MIC_X1,Microscope,10,4.27,0.43,3.17,2.56,0,0,0,Fertilization_Check,TRUE,5
24-04-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,11.17,0.62,5.49,1.34,0,0,0,ICSI,TRUE,11
04-07-2024,Lab_CHN_02,INC_A2,Incubator,18,10.43,0.58,7.57,0,0,0,0,ICSI,TRUE,16
25-03-2024,Lab_CHN_01,MIC_X2,Microscope,18,13.03,0.72,4.97,0,0,0,0,Embryo_Assessment,TRUE,14
01-01-2023,Lab_CHN_01,MIC_X2,Microscope,10,6.27,0.63,3.73,0,0,1,111.1,ICSI,TRUE,5
08-08-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,13.99,0.78,4.01,0,0,0,0,Fertilization_Check,FALSE,14
08-12-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,9.5,0.95,0.5,0,0,0,0,IVF,FALSE,6
21-10-2023,Lab_CHN_02,MIC_X1,Microscope,10,6.26,0.63,3.74,-0.5,0,0,0,Embryo_Assessment,TRUE,4
03-10-2023,Lab_CHN_01,INC_B1,Incubator,18,12.53,0.7,5.47,0,0,0,0,IVF,TRUE,5
16-09-2024,Lab_CHN_02,MIC_X1,Microscope,18,7.94,0.44,10.06,0,0,0,0,Fertilization_Check,TRUE,9
07-10-2024,Lab_CHN_02,MIC_X1,Microscope,18,9.97,0.55,8.03,0,0,0,0,IVF,TRUE,10
22-12-2024,Lab_CHN_01,INC_A1,incubator,10,6.51,0.65,3.49,0,0,0,0,Embryo_Assessment,TRUE,4
04-01-2024,Lab_CHN_02,INC_B1,incubator,18,13.22,0.73,4.78,0,0,0,0,IVF,TRUE,14
25-06-2024,Lab_CHN_02,INC_B1,Incubator,18,14.02,0.78,3.98,0,0,0,0,Embryo_Assessment,TRUE,6
17-06-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,7.11,0.4,10.89,0,0,0,0,IVF,TRUE,2
28-10-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,10,8.04,0.8,,0,0,0,0,ICSI,TRUE,3
14-02-2023,Lab_CHN_01,MIC_X2,Microscope,18,6.69,0.37,11.31,0,0,0,0,Embryo_Assessment,TRUE,5
26-08-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,4.76,0.26,13.24,0,0,1,40.6,Embryo_Assessment,TRUE,18
08-02-2024,Lab_CHN_02,INC_A1,incubator,18,8.66,0.48,9.34,0,0,0,0,Fertilization_Check,FALSE,6
05-02-2024,Lab_CHN_02,INC_B1,Incubator,18,16.02,0.89,1.98,0,0,0,0,IVF,FALSE,9
28-10-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,6.9,0.38,11.1,0,0,1,24.3,IVF,TRUE,7
18-06-2024,Lab_CHN_01,MIC_X1,Microscope,18,4.35,0.24,13.65,0,0,0,0,Fertilization_Check,TRUE,13
26-12-2024,Lab_CHN_02,INC_A2,Incubator,18,15.96,0.89,2.04,0,0,0,0,ICSI,FALSE,10
13-10-2024,Lab_CHN_02,MIC_X2,Microscope,10,1.69,0.17,8.31,0,0,0,0,ICSI,TRUE,3
19-09-2024,Lab_CHN_02,MIC_X1,Microscope,18,10.64,0.59,7.36,0,0,0,0,IVF,TRUE,6
03-05-2023,Lab_CHN_01,INC_B1,incubator,18,11.59,0.64,6.41,0,0,1,68.5,IVF,FALSE,16
18-10-2023,Lab_CHN_01,INC_A2,incubator,18,11.73,0.65,6.27,0,0,0,0,Embryo_Assessment,TRUE,10
12-03-2024,Lab_CHN_01,INC_A2,Incubator,18,17.06,,0.94,0,0,0,0,ICSI,FALSE,8
18-01-2024,Lab_CHN_02,INC_A2,Incubator,18,9.52,0.53,8.48,0,0,1,90.9,ICSI,FALSE,10
31-05-2023,Lab_CHN_02,INC_A2,incubator,18,15.07,0.84,2.93,0,0,1,86.8,ICSI,FALSE,8
20-09-2024,Lab_CHN_01,INC_B1,incubator,18,14.66,0.81,3.34,0,0,0,0,IVF,TRUE,3
17-08-2024,Lab_CHN_02,MIC_X1,Microscope,10,3.48,0.35,6.52,0,0,0,0,ICSI,TRUE,6
23-07-2024,Lab_CHN_02,MIC_X1,Microscope,18,9.09,0.5,8.91,0,0,0,0,Fertilization_Check,TRUE,9
03-11-2024,Lab_CHN_02,MIC_X2,Microscope,10,3.55,0.36,6.45,0,0,0,0,ICSI,TRUE,7
25-03-2024,Lab_CHN_01,ICSI_01,ICSI_Workstation,18,10.92,0.61,7.08,0,0,1,74.1,Embryo_Assessment,TRUE,15
13-02-2024,Lab_CHN_01,INC_B1,incubator,18,15.72,0.87,2.28,0,0,0,0,ICSI,TRUE,4
21-09-2024,Lab_CHN_01,INC_A1,Incubator,10,5.57,0.56,4.43,0,0,0,0,Fertilization_Check,TRUE,3
01-02-2024,Lab_CHN_02,INC_A2,Incubator,18,8.42,0.47,9.58,0,0,1,118.6,IVF,TRUE,8
07-11-2024,Lab_CHN_02,MIC_X1,Microscope,18,16.2,0.9,1.8,0,0,0,0,Embryo_Assessment,TRUE,7
25-10-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,13.03,0.72,4.97,0,0,0,0,Fertilization_Check,TRUE,11
08-10-2023,Lab_CHN_02,INC_A1,incubator,10,5.17,0.52,4.83,0,0,0,0,Fertilization_Check,TRUE,11
01-11-2023,Lab_CHN_01,INC_B1,incubator,18,12.96,0.72,5.04,0,0,0,0,Fertilization_Check,TRUE,5
20-04-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,10,5.38,0.54,4.62,0,0,1,93.3,Fertilization_Check,TRUE,1
29-09-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,6.79,0.38,11.21,0,0,0,0,Fertilization_Check,FALSE,17
26-06-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,8.98,0.5,9.02,0,0,0,0,IVF,TRUE,11
03-04-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,11.66,0.65,6.34,0,0,0,0,Fertilization_Check,TRUE,17
08-06-2023,Lab_CHN_02,MIC_X1,Microscope,18,3.67,0.2,14.33,0,0,0,0,Fertilization_Check,TRUE,12
08-02-2023,Lab_CHN_02,MIC_X2,Microscope,18,10.51,0.58,7.49,0,0,0,0,IVF,TRUE,15
06-07-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,10,5.65,0.57,4.35,0,0,1,119.2,IVF,FALSE,3
30-01-2023,Lab_CHN_01,INC_B1,Incubator,18,,0.6,7.22,0,0,0,0,ICSI,TRUE,10
18-02-2023,Lab_CHN_01,INC_A2,Incubator,10,6.16,0.62,3.84,0,0,0,0,ICSI,TRUE,4
12-11-2024,Lab_CHN_01,INC_B1,incubator,18,11.61,0.64,6.39,0,0,0,0,ICSI,TRUE,10
26-11-2024,Lab_CHN_01,INC_A1,Incubator,18,13.06,0.73,4.94,0,0,1,110.1,Embryo_Assessment,FALSE,10
13-11-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,8.54,0.47,9.46,0,0,1,31.4,IVF,TRUE,5
16-07-2024,Lab_CHN_01,INC_A2,incubator,18,15.28,0.85,2.72,0,0,0,0,Embryo_Assessment,FALSE,9
16-01-2024,Lab_CHN_01,MIC_X1,Microscope,18,13.46,0.75,4.54,0,0,0,0,IVF,TRUE,12
17-08-2023,Lab_CHN_01,INC_B1,incubator,18,15.64,0.87,2.36,0,0,1,75.2,Fertilization_Check,FALSE,16
24-03-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,7.3,0.73,2.7,0,0,0,0,ICSI,TRUE,9
10-05-2024,Lab_CHN_02,MIC_X1,Microscope,18,16.2,0.9,1.8,0,0,0,0,IVF,TRUE,15
02-12-2024,Lab_CHN_02,INC_A1,Incubator,18,9.74,0.54,8.26,0,0,0,0,ICSI,FALSE,19
13-03-2023,Lab_CHN_02,INC_A2,incubator,18,15.59,0.87,2.41,0,0,0,0,Embryo_Assessment,FALSE,12
27-05-2024,Lab_CHN_02,MIC_X1,Microscope,18,15.06,0.84,2.94,0,0,1,48.1,Embryo_Assessment,TRUE,6
10-06-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,10.03,0.56,7.97,0,0,0,0,IVF,FALSE,12
18-08-2024,Lab_CHN_02,INC_A2,Incubator,10,5.06,0.51,4.94,0,0,0,0,IVF,FALSE,0
23-09-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,4.38,0.44,5.62,0,0,0,0,IVF,TRUE,6
28-12-2023,Lab_CHN_02,MIC_X1,Microscope,18,7.15,0.4,10.85,0,0,1,86.4,Embryo_Assessment,TRUE,12
27-05-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,8.54,0.47,9.46,0,0,0,0,IVF,TRUE,7
23-10-2024,Lab_CHN_02,INC_A2,Incubator,18,16.98,0.94,,0,0,0,0,ICSI,TRUE,11
02-09-2024,Lab_CHN_02,MIC_X1,Microscope,18,8.71,0.48,9.29,0,0,0,0,IVF,TRUE,6
,Lab_CHN_02,INC_A1,incubator,18,15.14,0.84,2.86,0,0,1,109.8,Embryo_Assessment,TRUE,15
14-08-2023,Lab_CHN_01,ICSI_01,ICSI_Workstation,18,10.16,0.56,7.84,0,0,0,0,Embryo_Assessment,TRUE,10
16-01-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,6.36,0.35,11.64,0,0,1,25.9,IVF,TRUE,11
22-09-2024,Lab_CHN_01,MIC_X2,Microscope,10,3.28,0.33,6.72,0,0,0,0,ICSI,TRUE,-1
07-02-2024,Lab_CHN_02,MIC_X1,Microscope,18,8.24,0.46,9.76,0,0,1,42.3,IVF,TRUE,10
25-02-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,5.54,0.55,4.46,0,0,0,0,Embryo_Assessment,FALSE,7
16-03-2023,Lab_CHN_01,INC_A1,Incubator,18,13.51,0.75,4.49,0,0,0,0,Fertilization_Check,FALSE,9
09-10-2024,Lab_CHN_02,MIC_X1,Microscope,18,5.63,0.31,12.37,0,0,0,0,IVF,TRUE,10
09-11-2024,Lab_CHN_02,MIC_X1,Microscope,10,4.54,0.45,5.46,0,0,0,0,IVF,TRUE,4
29-01-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,10,6.97,0.7,3.03,0,0,0,0,Embryo_Assessment,TRUE,10
11-02-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,4.68,0.47,5.32,0,0,0,0,ICSI,FALSE,9
13-02-2023,Lab_CHN_01,MIC_X1,Microscope,18,12.64,0.7,5.36,0,0,0,0,Embryo_Assessment,TRUE,7
14-12-2024,Lab_CHN_01,INC_B1,Incubator,10,5.09,0.51,4.91,0,0,0,0,Embryo_Assessment,TRUE,3
31-03-2024,Lab_CHN_01,MIC_X1,Microscope,10,3.94,0.39,6.06,0,0,0,0,Embryo_Assessment,TRUE,3
07-12-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,4.5,0.25,13.5,0,0,0,0,Embryo_Assessment,FALSE,4
11-09-2024,Lab_CHN_02,INC_A2,Incubator,18,14.18,0.79,3.82,0,0,0,0,IVF,FALSE,13
26-02-2024,Lab_CHN_01,INC_A1,Incubator,18,9.57,0.53,8.43,0,0,0,0,Embryo_Assessment,FALSE,5
19-09-2024,Lab_CHN_02,INC_B1,Incubator,18,11.67,0.65,6.33,0,0,0,0,IVF,FALSE,6
27-02-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,5.93,0.33,12.07,0,0,0,0,ICSI,TRUE,16
14-08-2023,Lab_CHN_02,INC_A2,incubator,18,15.53,0.86,2.47,0,0,1,79.6,ICSI,TRUE,10
13-02-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,7.73,0.43,10.27,0,0,0,0,IVF,TRUE,6
29-10-2023,Lab_CHN_01,INC_A1,Incubator,10,8.31,0.83,1.69,0,0,0,0,IVF,TRUE,7
19-02-2024,Lab_CHN_01,INC_B1,incubator,18,12.99,0.72,5.01,0,0,0,0,Embryo_Assessment,TRUE,6
08-09-2023,Lab_CHN_02,MIC_X2,Microscope,18,10.7,0.59,7.3,0,0,0,0,ICSI,TRUE,10
25-02-2023,Lab_CHN_01,ICSI_01,ICSI_Workstation,10,6.3,0.63,3.7,0,0,0,0,Embryo_Assessment,FALSE,5
14-06-2023,Lab_CHN_01,MIC_X1,Microscope,18,5.58,0.31,12.42,0,0,0,0,Embryo_Assessment,TRUE,8
09-09-2024,Lab_CHN_02,MIC_X2,Microscope,18,3.62,0.2,14.38,0,0,0,0,ICSI,TRUE,12
23-04-2024,Lab_CHN_02,INC_A2,incubator,18,7.72,0.43,10.28,0,0,0,0,Embryo_Assessment,TRUE,13
19-08-2023,Lab_CHN_02,INC_A1,incubator,10,6.58,0.66,3.42,0,0,0,0,Fertilization_Check,TRUE,5
16-06-2024,Lab_CHN_02,INC_A1,Incubator,10,7.96,0.8,2.04,-0.5,0,1,81.2,Fertilization_Check,TRUE,4
10-03-2024,Lab_CHN_01,MIC_X2,Microscope,10,4.58,0.46,5.42,0,0,0,0,Embryo_Assessment,TRUE,2
17-10-2023,Lab_CHN_02,INC_B1,incubator,18,15.77,0.88,2.23,0,0,0,0,IVF,TRUE,9
29-07-2023,Lab_CHN_01,INC_A1,incubator,10,8.31,0.83,1.69,0,0,0,0,Fertilization_Check,TRUE,8
19-09-2023,Lab_CHN_01,INC_A2,incubator,18,15.23,0.85,2.77,0,0,0,0,IVF,TRUE,13
28-05-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,9.36,0.94,0.64,0,0,0,0,IVF,TRUE,3
12-11-2023,Lab_CHN_01,INC_A2,incubator,10,4.11,0.41,5.89,0,0,0,0,IVF,FALSE,4
14-10-2024,Lab_CHN_01,INC_B1,incubator,18,12.45,0.69,5.55,0,0,0,0,ICSI,FALSE,18
02-05-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,5.7,0.32,10.48,1.82,0,0,0,ICSI,TRUE,5
06-11-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,12.73,0.71,5.27,0,0,1,20.3,Fertilization_Check,TRUE,11
24-04-2023,Lab_CHN_02,INC_B1,incubator,18,12.95,0.72,5.05,0,0,0,0,ICSI,FALSE,18
05-05-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,6.77,0.68,3.23,0,0,1,53.9,ICSI,FALSE,7
09-06-2024,Lab_CHN_02,INC_B1,Incubator,10,6.86,0.69,3.14,0,0,1,100.3,Embryo_Assessment,TRUE,5
24-07-2024,Lab_CHN_02,INC_B1,Incubator,18,12,0.67,6,0,0,0,0,ICSI,FALSE,8
11-11-2024,Lab_CHN_02,INC_A1,incubator,18,10.81,0.6,7.19,0,0,0,0,ICSI,TRUE,9
28-02-2023,Lab_CHN_02,MIC_X2,Microscope,18,7.52,0.42,9.41,1.07,0,0,0,IVF,TRUE,10
18-03-2023,Lab_CHN_01,MIC_X1,Microscope,10,8.55,0.86,1.45,0,0,0,0,ICSI,TRUE,4
05-03-2023,Lab_CHN_01,INC_A1,Incubator,10,5.48,0.55,4.52,0,0,0,0,Fertilization_Check,TRUE,5
06-10-2023,Lab_CHN_02,MIC_X1,Microscope,18,8.62,0.48,9.38,0,0,0,0,IVF,TRUE,10
12-06-2023,Lab_CHN_01,MIC_X2,Microscope,18,2.7,0.15,15.3,0,0,0,0,ICSI,TRUE,12
06-02-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,10.21,0.57,7.79,0,0,0,0,ICSI,FALSE,10
21-11-2023,Lab_CHN_02,MIC_X2,Microscope,18,11.02,0.61,6.98,0,0,0,0,ICSI,TRUE,10
18-07-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,10.66,0.59,7.34,0,0,0,0,Fertilization_Check,TRUE,15
11-09-2023,Lab_CHN_02,MIC_X2,Microscope,18,16.2,0.9,1.8,0,0,0,0,ICSI,TRUE,8
31-07-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,11.52,0.64,6.48,0,0,0,0,Fertilization_Check,TRUE,5
21-03-2023,Lab_CHN_01,INC_B1,Incubator,18,7.75,0.43,8.56,1.69,0,1,62.8,Fertilization_Check,TRUE,8
06-05-2024,Lab_CHN_01,MIC_X2,Microscope,18,14.51,0.81,3.49,0,0,0,0,IVF,TRUE,10
26-04-2023,Lab_CHN_01,MIC_X2,Microscope,18,5.31,0.3,12.69,0,0,0,0,ICSI,TRUE,6
07-01-2023,Lab_CHN_01,INC_A1,incubator,10,4.59,0.46,5.41,0,0,0,0,ICSI,FALSE,4
18-08-2024,Lab_CHN_02,INC_A1,Incubator,10,7.04,0.7,2.96,0,0,0,0,ICSI,FALSE,2
14-03-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,10.23,0.57,7.77,0,0,0,0,Fertilization_Check,FALSE,10
19-11-2023,Lab_CHN_01,MIC_X1,Microscope,10,2.29,0.23,7.71,0,0,0,0,Fertilization_Check,TRUE,13
12-11-2024,Lab_CHN_02,INC_B1,incubator,18,13.82,0.77,3.65,0.53,0,0,0,IVF,TRUE,9
16-05-2023,Lab_CHN_01,INC_B1,Incubator,18,14.7,0.82,3.3,0,0,0,0,Fertilization_Check,FALSE,14
11-01-2024,Lab_CHN_01,INC_A2,Incubator,18,12.64,0.7,5.36,0,0,0,0,ICSI,FALSE,13
